content,label
we really nailed that presentation didnt we,1
theyve been married for ten years now havent they,1
were supposed to meet them there arent we or should we,0
the meeting starts at two oclock doesnt it,1
youve seen this happen before havent you when the system,0
you know what I mean dont you because the whole situation,0
weve met somewhere before havent we,1
this code needs to be refactored right,1
you cant seriously expect me to believe that can you,1
that sounds like a good plan doesnt it unless we consider,0
you remember Sarah from accounting dont you she was the one who,0
the weather is really nice today isnt it,1
youve already finished the report havent you,1
those shoes look brand new on you dont they,1
she definitely knows about the surprise party doesnt she,1
that new restaurant was amazing wasnt it,1
they usually close at nine right but sometimes,0
its getting late isnt it and we still have to,0
"any time on friday, arrive by 1515hrs. get me the train id please",1
by taking the bus,1
from the grocery store,1
during summer break,1
almost as if,0
only on weekends,1
cant do the west one,1
thinking about how,0
kind of like,0
while they were,0
under the table,1
for college students and,0
just as we were,0
for my birthday,1
going to the Alexander B&B and I was thinking about the taxi route and,0
when we got there,0
maybe later if,0
mm no because last time when we tried to implement something similar it,0
next to Sarah,1
so anyway I,0
if you want to,0
behind the couch,1
just before lunch,1
not really but,0
because of the,0
like I was saying,0
from the grocery store,1
by taking the bus,1
in the top drawer,1
twice a week,1
and then she,0
about three hours ago,1
looking at the,0
the blue one,1
well basically,0
with my sister,1
since last Tuesday,1
Is the Saint Catharine's College entrance exam open yet? I have to...,0
to the kitchen,1
no that takes crare of it,1
considering the free entrance and wondering if there's also,0
